timestamp,model,text,prediction,confidence
2025-05-06T19:02:14.806603+00:00,BERT,I just re-pierced my ears ,Positive,0.7817
2025-05-06T19:02:32.253974+00:00,BERT,"@switchfoot http://twitpic.com/2y1zl - Awww, that's a bummer.  You shoulda got David Carr of Third Day to do it. ;D",Negative,0.8399
2025-05-06T19:02:32.281246+00:00,BERT,is upset that he can't update his Facebook by texting it... and might cry as a result  School today also. Blah!,Negative,0.9880
2025-05-06T19:02:32.304037+00:00,BERT,@Kenichan I dived many times for the ball. Managed to save 50%  The rest go out of bounds,Negative,0.5777
2025-05-06T19:02:32.329387+00:00,BERT,my whole body feels itchy and like its on fire ,Negative,0.9589
2025-05-06T19:02:32.365063+00:00,BERT,"@nationwideclass no, it's not behaving at all. i'm mad. why am i here? because I can't see you all over there. ",Negative,0.9362
2025-05-06T19:02:32.389224+00:00,BERT,@Kwesidei not the whole crew ,Negative,0.6089
2025-05-06T19:02:32.413173+00:00,BERT,Need a hug ,Negative,0.9679
2025-05-06T19:02:32.437270+00:00,BERT,"@LOLTrish hey  long time no see! Yes.. Rains a bit ,only a bit  LOL , I'm fine thanks , how's you ?",Positive,0.8901
2025-05-06T19:02:32.462350+00:00,BERT,@Tatiana_K nope they didn't have it ,Negative,0.9245
2025-05-06T19:02:32.488861+00:00,BERT,@twittera que me muera ? ,Positive,0.5826
2025-05-06T19:02:32.511950+00:00,BERT,spring break in plain city... it's snowing ,Negative,0.8501
2025-05-06T19:02:32.536776+00:00,BERT,I just re-pierced my ears ,Positive,0.7817
2025-05-06T19:04:42.615552+00:00,BERT,"@switchfoot http://twitpic.com/2y1zl - Awww, that's a bummer.  You shoulda got David Carr of Third Day to do it. ;D",Negative,0.8399
2025-05-06T19:04:42.645274+00:00,BERT,is upset that he can't update his Facebook by texting it... and might cry as a result  School today also. Blah!,Negative,0.9880
2025-05-06T19:04:42.668522+00:00,BERT,@Kenichan I dived many times for the ball. Managed to save 50%  The rest go out of bounds,Negative,0.5777
2025-05-06T19:04:42.692486+00:00,BERT,my whole body feels itchy and like its on fire ,Negative,0.9589
2025-05-06T19:04:42.717572+00:00,BERT,"@nationwideclass no, it's not behaving at all. i'm mad. why am i here? because I can't see you all over there. ",Negative,0.9362
2025-05-06T19:04:42.741007+00:00,BERT,@Kwesidei not the whole crew ,Negative,0.6089
2025-05-06T19:04:42.766406+00:00,BERT,Need a hug ,Negative,0.9679
2025-05-06T19:04:42.792771+00:00,BERT,"@LOLTrish hey  long time no see! Yes.. Rains a bit ,only a bit  LOL , I'm fine thanks , how's you ?",Positive,0.8901
2025-05-06T19:04:42.817529+00:00,BERT,@Tatiana_K nope they didn't have it ,Negative,0.9245
2025-05-06T19:04:42.845088+00:00,BERT,@twittera que me muera ? ,Positive,0.5826
2025-05-06T19:04:42.869167+00:00,BERT,spring break in plain city... it's snowing ,Negative,0.8501
2025-05-06T19:04:42.896006+00:00,BERT,I just re-pierced my ears ,Positive,0.7817
2025-05-06T19:06:54.177926+00:00,BERT,"@switchfoot http://twitpic.com/2y1zl - Awww, that's a bummer.  You shoulda got David Carr of Third Day to do it. ;D",Negative,0.8399
2025-05-06T19:06:54.201394+00:00,BERT,is upset that he can't update his Facebook by texting it... and might cry as a result  School today also. Blah!,Negative,0.9880
2025-05-06T19:06:54.222639+00:00,BERT,@Kenichan I dived many times for the ball. Managed to save 50%  The rest go out of bounds,Negative,0.5777
2025-05-06T19:06:54.245218+00:00,BERT,my whole body feels itchy and like its on fire ,Negative,0.9589
2025-05-06T19:06:54.270345+00:00,BERT,"@nationwideclass no, it's not behaving at all. i'm mad. why am i here? because I can't see you all over there. ",Negative,0.9362
2025-05-06T19:06:54.293362+00:00,BERT,@Kwesidei not the whole crew ,Negative,0.6089
2025-05-06T19:06:54.317881+00:00,BERT,Need a hug ,Negative,0.9679
2025-05-06T19:06:54.345332+00:00,BERT,"@LOLTrish hey  long time no see! Yes.. Rains a bit ,only a bit  LOL , I'm fine thanks , how's you ?",Positive,0.8901
2025-05-06T19:06:54.378857+00:00,BERT,@Tatiana_K nope they didn't have it ,Negative,0.9245
2025-05-06T19:06:54.414622+00:00,BERT,@twittera que me muera ? ,Positive,0.5826
2025-05-06T19:06:54.459582+00:00,BERT,spring break in plain city... it's snowing ,Negative,0.8501
2025-05-06T19:06:54.500154+00:00,BERT,I just re-pierced my ears ,Positive,0.7817
2025-05-06T19:09:12.230057+00:00,BERT,"@switchfoot http://twitpic.com/2y1zl - Awww, that's a bummer.  You shoulda got David Carr of Third Day to do it. ;D",Negative,0.8399
2025-05-06T19:09:12.254649+00:00,BERT,is upset that he can't update his Facebook by texting it... and might cry as a result  School today also. Blah!,Negative,0.9880
2025-05-06T19:09:12.277619+00:00,BERT,@Kenichan I dived many times for the ball. Managed to save 50%  The rest go out of bounds,Negative,0.5777
2025-05-06T19:09:12.303738+00:00,BERT,my whole body feels itchy and like its on fire ,Negative,0.9589
2025-05-06T19:09:12.335852+00:00,BERT,"@nationwideclass no, it's not behaving at all. i'm mad. why am i here? because I can't see you all over there. ",Negative,0.9362
2025-05-06T19:09:12.357738+00:00,BERT,@Kwesidei not the whole crew ,Negative,0.6089
2025-05-06T19:09:12.382816+00:00,BERT,Need a hug ,Negative,0.9679
2025-05-06T19:09:12.406776+00:00,BERT,"@LOLTrish hey  long time no see! Yes.. Rains a bit ,only a bit  LOL , I'm fine thanks , how's you ?",Positive,0.8901
2025-05-06T19:09:12.428924+00:00,BERT,@Tatiana_K nope they didn't have it ,Negative,0.9245
2025-05-06T19:09:12.454178+00:00,BERT,@twittera que me muera ? ,Positive,0.5826
2025-05-06T19:09:12.475868+00:00,BERT,spring break in plain city... it's snowing ,Negative,0.8501
2025-05-06T19:09:12.499783+00:00,BERT,I just re-pierced my ears ,Positive,0.7817
2025-05-06T19:09:42.650041+00:00,BERT,"@switchfoot http://twitpic.com/2y1zl - Awww, that's a bummer.  You shoulda got David Carr of Third Day to do it. ;D",Negative,0.8399
2025-05-06T19:09:42.674277+00:00,BERT,is upset that he can't update his Facebook by texting it... and might cry as a result  School today also. Blah!,Negative,0.9880
2025-05-06T19:09:42.695835+00:00,BERT,@Kenichan I dived many times for the ball. Managed to save 50%  The rest go out of bounds,Negative,0.5777
2025-05-06T19:09:42.718624+00:00,BERT,my whole body feels itchy and like its on fire ,Negative,0.9589
2025-05-06T19:09:42.743328+00:00,BERT,"@nationwideclass no, it's not behaving at all. i'm mad. why am i here? because I can't see you all over there. ",Negative,0.9362
2025-05-06T19:09:42.765503+00:00,BERT,@Kwesidei not the whole crew ,Negative,0.6089
2025-05-06T19:09:42.788925+00:00,BERT,Need a hug ,Negative,0.9679
2025-05-06T19:09:42.813262+00:00,BERT,"@LOLTrish hey  long time no see! Yes.. Rains a bit ,only a bit  LOL , I'm fine thanks , how's you ?",Positive,0.8901
2025-05-06T19:09:42.835750+00:00,BERT,@Tatiana_K nope they didn't have it ,Negative,0.9245
2025-05-06T19:09:42.862450+00:00,BERT,@twittera que me muera ? ,Positive,0.5826
2025-05-06T19:09:42.885628+00:00,BERT,spring break in plain city... it's snowing ,Negative,0.8501
2025-05-06T19:09:42.911785+00:00,BERT,I just re-pierced my ears ,Positive,0.7817
2025-05-06T19:12:23.336438+00:00,BERT,"@switchfoot http://twitpic.com/2y1zl - Awww, that's a bummer.  You shoulda got David Carr of Third Day to do it. ;D",Negative,0.8399
2025-05-06T19:12:23.361940+00:00,BERT,is upset that he can't update his Facebook by texting it... and might cry as a result  School today also. Blah!,Negative,0.9880
2025-05-06T19:12:23.385325+00:00,BERT,@Kenichan I dived many times for the ball. Managed to save 50%  The rest go out of bounds,Negative,0.5777
2025-05-06T19:12:23.409778+00:00,BERT,my whole body feels itchy and like its on fire ,Negative,0.9589
2025-05-06T19:12:23.441725+00:00,BERT,"@nationwideclass no, it's not behaving at all. i'm mad. why am i here? because I can't see you all over there. ",Negative,0.9362
2025-05-06T19:12:23.468350+00:00,BERT,@Kwesidei not the whole crew ,Negative,0.6089
2025-05-06T19:12:23.491932+00:00,BERT,Need a hug ,Negative,0.9679
2025-05-06T19:12:23.516888+00:00,BERT,"@LOLTrish hey  long time no see! Yes.. Rains a bit ,only a bit  LOL , I'm fine thanks , how's you ?",Positive,0.8901
2025-05-06T19:12:23.553075+00:00,BERT,@Tatiana_K nope they didn't have it ,Negative,0.9245
2025-05-06T19:12:23.580333+00:00,BERT,@twittera que me muera ? ,Positive,0.5826
2025-05-06T19:12:23.603021+00:00,BERT,spring break in plain city... it's snowing ,Negative,0.8501
2025-05-06T19:12:23.627940+00:00,BERT,I just re-pierced my ears ,Positive,0.7817
2025-05-06T19:12:53.330436+00:00,BERT,sad,Negative,0.9966
2025-05-06T19:14:58.990276+00:00,BERT,sad,Negative,0.9966
2025-05-06T19:15:12.449895+00:00,BERT,I am very sad,Negative,0.9974
2025-05-06T19:15:29.046569+00:00,BERT,spring break in plain city... it's snowing,Negative,0.8501
2025-05-06T19:18:21.435862+00:00,BERT,"@switchfoot http://twitpic.com/2y1zl - Awww, that's a bummer.  You shoulda got David Carr of Third Day to do it. ;D",Negative,0.8399
2025-05-06T19:18:21.465547+00:00,BERT,is upset that he can't update his Facebook by texting it... and might cry as a result  School today also. Blah!,Negative,0.9880
2025-05-06T19:18:21.489714+00:00,BERT,@Kenichan I dived many times for the ball. Managed to save 50%  The rest go out of bounds,Negative,0.5777
2025-05-06T19:18:21.514084+00:00,BERT,my whole body feels itchy and like its on fire ,Negative,0.9589
2025-05-06T19:18:21.540335+00:00,BERT,"@nationwideclass no, it's not behaving at all. i'm mad. why am i here? because I can't see you all over there. ",Negative,0.9362
2025-05-06T19:18:21.564565+00:00,BERT,@Kwesidei not the whole crew ,Negative,0.6089
2025-05-06T19:18:21.589608+00:00,BERT,Need a hug ,Negative,0.9679
2025-05-06T19:18:21.614962+00:00,BERT,"@LOLTrish hey  long time no see! Yes.. Rains a bit ,only a bit  LOL , I'm fine thanks , how's you ?",Positive,0.8901
2025-05-06T19:18:21.638073+00:00,BERT,@Tatiana_K nope they didn't have it ,Negative,0.9245
2025-05-06T19:18:21.666068+00:00,BERT,@twittera que me muera ? ,Positive,0.5826
2025-05-06T19:18:21.691479+00:00,BERT,spring break in plain city... it's snowing ,Negative,0.8501
2025-05-06T19:18:21.721269+00:00,BERT,I just re-pierced my ears ,Positive,0.7817
2025-05-06T19:23:21.993300+00:00,BERT,"@switchfoot http://twitpic.com/2y1zl - Awww, that's a bummer.  You shoulda got David Carr of Third Day to do it. ;D",Negative,0.8399
2025-05-06T19:23:22.026408+00:00,BERT,is upset that he can't update his Facebook by texting it... and might cry as a result  School today also. Blah!,Negative,0.9880
2025-05-06T19:23:22.049540+00:00,BERT,@Kenichan I dived many times for the ball. Managed to save 50%  The rest go out of bounds,Negative,0.5777
2025-05-06T19:23:22.073870+00:00,BERT,my whole body feels itchy and like its on fire ,Negative,0.9589
2025-05-06T19:23:22.098721+00:00,BERT,"@nationwideclass no, it's not behaving at all. i'm mad. why am i here? because I can't see you all over there. ",Negative,0.9362
2025-05-06T19:23:22.123754+00:00,BERT,@Kwesidei not the whole crew ,Negative,0.6089
2025-05-06T19:23:22.149382+00:00,BERT,Need a hug ,Negative,0.9679
2025-05-06T19:23:22.175412+00:00,BERT,"@LOLTrish hey  long time no see! Yes.. Rains a bit ,only a bit  LOL , I'm fine thanks , how's you ?",Positive,0.8901
2025-05-06T19:23:22.199058+00:00,BERT,@Tatiana_K nope they didn't have it ,Negative,0.9245
2025-05-06T19:23:22.224535+00:00,BERT,@twittera que me muera ? ,Positive,0.5826
2025-05-06T19:23:22.246900+00:00,BERT,spring break in plain city... it's snowing ,Negative,0.8501
2025-05-06T19:23:22.274242+00:00,BERT,I just re-pierced my ears ,Positive,0.7817
2025-05-06T19:25:50.184857+00:00,BERT,I am sad,Negative,0.9971
2025-05-06T19:29:04.235356+00:00,BERT,"@switchfoot http://twitpic.com/2y1zl - Awww, that's a bummer.  You shoulda got David Carr of Third Day to do it. ;D",Negative,0.8399
2025-05-06T19:29:04.262005+00:00,BERT,is upset that he can't update his Facebook by texting it... and might cry as a result  School today also. Blah!,Negative,0.9880
2025-05-06T19:29:04.285755+00:00,BERT,@Kenichan I dived many times for the ball. Managed to save 50%  The rest go out of bounds,Negative,0.5777
2025-05-06T19:29:04.314123+00:00,BERT,my whole body feels itchy and like its on fire ,Negative,0.9589
2025-05-06T19:29:04.351167+00:00,BERT,"@nationwideclass no, it's not behaving at all. i'm mad. why am i here? because I can't see you all over there. ",Negative,0.9362
2025-05-06T19:29:04.375351+00:00,BERT,@Kwesidei not the whole crew ,Negative,0.6089
2025-05-06T19:29:04.401027+00:00,BERT,Need a hug ,Negative,0.9679
2025-05-06T19:29:04.427303+00:00,BERT,"@LOLTrish hey  long time no see! Yes.. Rains a bit ,only a bit  LOL , I'm fine thanks , how's you ?",Positive,0.8901
2025-05-06T19:29:04.454584+00:00,BERT,@Tatiana_K nope they didn't have it ,Negative,0.9245
2025-05-06T19:29:04.484382+00:00,BERT,@twittera que me muera ? ,Positive,0.5826
2025-05-06T19:29:04.508221+00:00,BERT,spring break in plain city... it's snowing ,Negative,0.8501
2025-05-06T19:29:04.533981+00:00,BERT,I just re-pierced my ears ,Positive,0.7817
2025-05-06T19:29:39.137461+00:00,BERT,"@switchfoot http://twitpic.com/2y1zl - Awww, that's a bummer.  You shoulda got David Carr of Third Day to do it. ;D",Negative,0.8399
2025-05-06T19:29:39.169849+00:00,BERT,is upset that he can't update his Facebook by texting it... and might cry as a result  School today also. Blah!,Negative,0.9880
2025-05-06T19:29:39.193160+00:00,BERT,@Kenichan I dived many times for the ball. Managed to save 50%  The rest go out of bounds,Negative,0.5777
2025-05-06T19:29:39.216494+00:00,BERT,my whole body feels itchy and like its on fire ,Negative,0.9589
2025-05-06T19:29:39.243357+00:00,BERT,"@nationwideclass no, it's not behaving at all. i'm mad. why am i here? because I can't see you all over there. ",Negative,0.9362
2025-05-06T19:29:39.269999+00:00,BERT,@Kwesidei not the whole crew ,Negative,0.6089
2025-05-06T19:29:39.293932+00:00,BERT,Need a hug ,Negative,0.9679
2025-05-06T19:29:39.321976+00:00,BERT,"@LOLTrish hey  long time no see! Yes.. Rains a bit ,only a bit  LOL , I'm fine thanks , how's you ?",Positive,0.8901
2025-05-06T19:29:39.347184+00:00,BERT,@Tatiana_K nope they didn't have it ,Negative,0.9245
2025-05-06T19:29:39.376674+00:00,BERT,@twittera que me muera ? ,Positive,0.5826
2025-05-06T19:29:39.404100+00:00,BERT,spring break in plain city... it's snowing ,Negative,0.8501
2025-05-06T19:29:39.434766+00:00,BERT,I just re-pierced my ears ,Positive,0.7817
2025-05-06T19:29:56.160204+00:00,BERT,I am sad,Negative,0.9971
2025-05-06T19:30:30.834646+00:00,BERT,I am sad,Negative,0.9971
2025-05-06T19:30:40.440368+00:00,BERT,"@switchfoot http://twitpic.com/2y1zl - Awww, that's a bummer.  You shoulda got David Carr of Third Day to do it. ;D",Negative,0.8399
2025-05-06T19:30:40.466263+00:00,BERT,is upset that he can't update his Facebook by texting it... and might cry as a result  School today also. Blah!,Negative,0.9880
2025-05-06T19:30:40.490004+00:00,BERT,@Kenichan I dived many times for the ball. Managed to save 50%  The rest go out of bounds,Negative,0.5777
2025-05-06T19:30:40.513564+00:00,BERT,my whole body feels itchy and like its on fire ,Negative,0.9589
2025-05-06T19:30:40.545099+00:00,BERT,"@nationwideclass no, it's not behaving at all. i'm mad. why am i here? because I can't see you all over there. ",Negative,0.9362
2025-05-06T19:30:40.571662+00:00,BERT,@Kwesidei not the whole crew ,Negative,0.6089
2025-05-06T19:30:40.595757+00:00,BERT,Need a hug ,Negative,0.9679
2025-05-06T19:30:40.622994+00:00,BERT,"@LOLTrish hey  long time no see! Yes.. Rains a bit ,only a bit  LOL , I'm fine thanks , how's you ?",Positive,0.8901
2025-05-06T19:30:40.649530+00:00,BERT,@Tatiana_K nope they didn't have it ,Negative,0.9245
2025-05-06T19:30:40.679047+00:00,BERT,@twittera que me muera ? ,Positive,0.5826
2025-05-06T19:30:40.702065+00:00,BERT,spring break in plain city... it's snowing ,Negative,0.8501
2025-05-06T19:30:40.727729+00:00,BERT,I just re-pierced my ears ,Positive,0.7817
2025-05-06T19:31:04.861204+00:00,BERT,I am sad,Negative,0.9971
2025-05-06T19:39:09.338203+00:00,BERT,I am sad,Negative,0.9971
2025-05-06T19:39:46.791719+00:00,BERT,"@LOLTrish hey  long time no see! Yes.. Rains a bit ,only a bit  LOL , I'm fine thanks , how's you ?",Positive,0.8901
2025-05-06T19:40:21.424648+00:00,BERT,"@switchfoot http://twitpic.com/2y1zl - Awww, that's a bummer.  You shoulda got David Carr of Third Day to do it. ;D",Negative,0.8399
2025-05-06T19:40:21.451228+00:00,BERT,is upset that he can't update his Facebook by texting it... and might cry as a result  School today also. Blah!,Negative,0.9880
2025-05-06T19:40:21.473758+00:00,BERT,@Kenichan I dived many times for the ball. Managed to save 50%  The rest go out of bounds,Negative,0.5777
2025-05-06T19:40:21.496712+00:00,BERT,my whole body feels itchy and like its on fire ,Negative,0.9589
2025-05-06T19:40:21.521304+00:00,BERT,"@nationwideclass no, it's not behaving at all. i'm mad. why am i here? because I can't see you all over there. ",Negative,0.9362
2025-05-06T19:40:21.544132+00:00,BERT,@Kwesidei not the whole crew ,Negative,0.6089
2025-05-06T19:40:21.567090+00:00,BERT,Need a hug ,Negative,0.9679
2025-05-06T19:40:21.591817+00:00,BERT,"@LOLTrish hey  long time no see! Yes.. Rains a bit ,only a bit  LOL , I'm fine thanks , how's you ?",Positive,0.8901
2025-05-06T19:40:21.614143+00:00,BERT,@Tatiana_K nope they didn't have it ,Negative,0.9245
2025-05-06T19:40:21.640372+00:00,BERT,@twittera que me muera ? ,Positive,0.5826
2025-05-06T19:40:21.663563+00:00,BERT,spring break in plain city... it's snowing ,Negative,0.8501
2025-05-06T19:40:21.688926+00:00,BERT,I just re-pierced my ears ,Positive,0.7817
2025-05-06T19:41:06.880935+00:00,Logistic Regression,"@switchfoot http://twitpic.com/2y1zl - Awww, that's a bummer.  You shoulda got David Carr of Third Day to do it. ;D",Negative,0.8621
2025-05-06T19:41:06.883460+00:00,Logistic Regression,is upset that he can't update his Facebook by texting it... and might cry as a result  School today also. Blah!,Negative,0.9276
2025-05-06T19:41:06.884652+00:00,Logistic Regression,@Kenichan I dived many times for the ball. Managed to save 50%  The rest go out of bounds,Positive,0.5134
2025-05-06T19:41:06.885533+00:00,Logistic Regression,my whole body feels itchy and like its on fire ,Negative,0.9394
2025-05-06T19:41:06.886338+00:00,Logistic Regression,"@nationwideclass no, it's not behaving at all. i'm mad. why am i here? because I can't see you all over there. ",Negative,0.7712
2025-05-06T19:41:06.887116+00:00,Logistic Regression,@Kwesidei not the whole crew ,Positive,0.6822
2025-05-06T19:41:06.887880+00:00,Logistic Regression,Need a hug ,Negative,0.7698
2025-05-06T19:41:06.888722+00:00,Logistic Regression,"@LOLTrish hey  long time no see! Yes.. Rains a bit ,only a bit  LOL , I'm fine thanks , how's you ?",Positive,0.9653
2025-05-06T19:41:06.889509+00:00,Logistic Regression,@Tatiana_K nope they didn't have it ,Negative,0.8701
2025-05-06T19:41:06.890857+00:00,Logistic Regression,@twittera que me muera ? ,Negative,0.5625
2025-05-06T19:41:06.891775+00:00,Logistic Regression,spring break in plain city... it's snowing ,Negative,0.8232
2025-05-06T19:41:06.892508+00:00,Logistic Regression,I just re-pierced my ears ,Positive,0.8884
2025-05-06T19:41:13.888536+00:00,SVM,"@switchfoot http://twitpic.com/2y1zl - Awww, that's a bummer.  You shoulda got David Carr of Third Day to do it. ;D",Negative,0.6774
2025-05-06T19:41:13.890535+00:00,SVM,is upset that he can't update his Facebook by texting it... and might cry as a result  School today also. Blah!,Negative,0.7042
2025-05-06T19:41:13.892079+00:00,SVM,@Kenichan I dived many times for the ball. Managed to save 50%  The rest go out of bounds,Negative,0.5153
2025-05-06T19:41:13.893148+00:00,SVM,my whole body feels itchy and like its on fire ,Negative,0.7201
2025-05-06T19:41:13.894083+00:00,SVM,"@nationwideclass no, it's not behaving at all. i'm mad. why am i here? because I can't see you all over there. ",Negative,0.6795
2025-05-06T19:41:13.894991+00:00,SVM,@Kwesidei not the whole crew ,Positive,0.6014
2025-05-06T19:41:13.895707+00:00,SVM,Need a hug ,Negative,0.7700
2025-05-06T19:41:13.897085+00:00,SVM,"@LOLTrish hey  long time no see! Yes.. Rains a bit ,only a bit  LOL , I'm fine thanks , how's you ?",Positive,0.6778
2025-05-06T19:41:13.898234+00:00,SVM,@Tatiana_K nope they didn't have it ,Negative,0.6851
2025-05-06T19:41:13.899255+00:00,SVM,@twittera que me muera ? ,Negative,0.5604
2025-05-06T19:41:13.900154+00:00,SVM,spring break in plain city... it's snowing ,Negative,0.6499
2025-05-06T19:41:13.900985+00:00,SVM,I just re-pierced my ears ,Positive,0.6196
2025-05-06T19:41:21.936448+00:00,BERT,"@switchfoot http://twitpic.com/2y1zl - Awww, that's a bummer.  You shoulda got David Carr of Third Day to do it. ;D",Negative,0.8399
2025-05-06T19:41:21.963373+00:00,BERT,is upset that he can't update his Facebook by texting it... and might cry as a result  School today also. Blah!,Negative,0.9880
2025-05-06T19:41:21.989040+00:00,BERT,@Kenichan I dived many times for the ball. Managed to save 50%  The rest go out of bounds,Negative,0.5777
2025-05-06T19:41:22.014056+00:00,BERT,my whole body feels itchy and like its on fire ,Negative,0.9589
2025-05-06T19:41:22.046403+00:00,BERT,"@nationwideclass no, it's not behaving at all. i'm mad. why am i here? because I can't see you all over there. ",Negative,0.9362
2025-05-06T19:41:22.072094+00:00,BERT,@Kwesidei not the whole crew ,Negative,0.6089
2025-05-06T19:41:22.095569+00:00,BERT,Need a hug ,Negative,0.9679
2025-05-06T19:41:22.121698+00:00,BERT,"@LOLTrish hey  long time no see! Yes.. Rains a bit ,only a bit  LOL , I'm fine thanks , how's you ?",Positive,0.8901
